Tech implementation started at 2025-03-08 08:18:10
Processing xycraft_machines (Category: high-tech)
electric_waste_collector - Tech Level: 200
electrum_tesla_winding - Tech Level: 200
ev_tesla_receiver_hatch - Tech Level: 200
honey_bucket - Tech Level: 200
hv_photovoltaic_cell - Tech Level: 200
hv_solar_panel - Tech Level: 200
hv_tesla_receiver_hatch - Tech Level: 200
large_configurable_chest - Tech Level: 200
large_electric_furnace - Tech Level: 200
large_electric_macerator - Tech Level: 200
large_steam_furnace - Tech Level: 200
large_steam_macerator - Tech Level: 200
lethal_tesla_coil - Tech Level: 200
looting_module - Tech Level: 260
lv_photovoltaic_cell - Tech Level: 200
lv_solar_panel - Tech Level: 200
lv_tesla_receiver_hatch - Tech Level: 200
machine_chainer_relay - Tech Level: 320
machine_chainer - Tech Level: 320
machine_config_card - Tech Level: 320
manure_bucket - Tech Level: 200
mulch - Tech Level: 200
mv_photovoltaic_cell - Tech Level: 200
mv_solar_panel - Tech Level: 200
mv_tesla_receiver_hatch - Tech Level: 200
nano_boots - Tech Level: 200
nano_chestplate - Tech Level: 200
nano_gravichestplate - Tech Level: 200
nano_helmet - Tech Level: 200
nano_leggings - Tech Level: 200
nano_quantum_boots - Tech Level: 500
nano_quantum_chestplate - Tech Level: 500
nano_quantum_helmet - Tech Level: 500
nano_quantum_leggings - Tech Level: 500
netherite_rotary_blade - Tech Level: 440
npk_fertilizer_bucket - Tech Level: 200
phosphoric_acid_bucket - Tech Level: 200
polished_silver_machine_casing - Tech Level: 320
processing_array - Tech Level: 200
robot_auto_feeder - Tech Level: 200
silk_touch_module - Tech Level: 200
silver_curved_plate - Tech Level: 320
silver_tesla_top_load - Tech Level: 320
steam_chainsaw - Tech Level: 200
steam_farmer - Tech Level: 200
steel_alloy_smelter - Tech Level: 260
steel_bending_machine - Tech Level: 320
steel_brewery - Tech Level: 260
steel_canning_machine - Tech Level: 320
steel_combine - Tech Level: 260
steel_composter - Tech Level: 260
steel_honey_extractor - Tech Level: 260
steel_solar_boiler - Tech Level: 260
steel_waste_collector - Tech Level: 260
superconductor_tesla_receiver_hatch - Tech Level: 200
superconductor_tesla_winding - Tech Level: 200
tesla_calibrator - Tech Level: 200
tesla_coil - Tech Level: 200
tesla_handheld_receiver - Tech Level: 200
tesla_interdimensional_upgrade - Tech Level: 200
tesla_particle_generator - Tech Level: 200
tesla_receiver - Tech Level: 200
tesla_tower - Tech Level: 200
tin_can - Tech Level: 260
ultimate_laser_drill - Tech Level: 440
universal_transformer - Tech Level: 200
Processing sophisticatedstorage (Category: mid-tech)
barrel - Tech Level: 100
chest - Tech Level: 100
controller - Tech Level: 100
copper_barrel - Tech Level: 100
copper_chest - Tech Level: 100
copper_shulker_box - Tech Level: 100
diamond_barrel - Tech Level: 220
diamond_chest - Tech Level: 220
diamond_shulker_box - Tech Level: 220
gold_barrel - Tech Level: 180
gold_chest - Tech Level: 180
gold_shulker_box - Tech Level: 180
iron_barrel - Tech Level: 140
iron_chest - Tech Level: 140
iron_shulker_box - Tech Level: 140
limited_barrel_1 - Tech Level: 100
limited_barrel_2 - Tech Level: 100
limited_barrel_3 - Tech Level: 100
limited_barrel_4 - Tech Level: 100
limited_copper_barrel_1 - Tech Level: 100
limited_copper_barrel_2 - Tech Level: 100
limited_copper_barrel_3 - Tech Level: 100
limited_copper_barrel_4 - Tech Level: 100
limited_diamond_barrel_1 - Tech Level: 220
limited_diamond_barrel_2 - Tech Level: 220
limited_diamond_barrel_3 - Tech Level: 220
limited_diamond_barrel_4 - Tech Level: 220
limited_gold_barrel_1 - Tech Level: 180
limited_gold_barrel_2 - Tech Level: 180
limited_gold_barrel_3 - Tech Level: 180
limited_gold_barrel_4 - Tech Level: 180
limited_iron_barrel_1 - Tech Level: 140
limited_iron_barrel_2 - Tech Level: 140
limited_iron_barrel_3 - Tech Level: 140
limited_iron_barrel_4 - Tech Level: 140
limited_netherite_barrel_1 - Tech Level: 260
limited_netherite_barrel_2 - Tech Level: 260
limited_netherite_barrel_3 - Tech Level: 260
limited_netherite_barrel_4 - Tech Level: 260
netherite_barrel - Tech Level: 260
netherite_chest - Tech Level: 260
netherite_shulker_box - Tech Level: 260
shulker_box - Tech Level: 100
storage_input - Tech Level: 100
storage_io - Tech Level: 100
storage_link - Tech Level: 100
storage_output - Tech Level: 100
advanced_compacting_upgrade - Tech Level: 220
advanced_feeding_upgrade - Tech Level: 220
advanced_filter_upgrade - Tech Level: 220
advanced_hopper_upgrade - Tech Level: 220
advanced_jukebox_upgrade - Tech Level: 220
advanced_magnet_upgrade - Tech Level: 220
advanced_pickup_upgrade - Tech Level: 220
advanced_pump_upgrade - Tech Level: 220
advanced_void_upgrade - Tech Level: 220
auto_blasting_upgrade - Tech Level: 140
auto_smelting_upgrade - Tech Level: 140
auto_smoking_upgrade - Tech Level: 100
barrel - Tech Level: 100
basic_tier_upgrade - Tech Level: 100
basic_to_copper_tier_upgrade - Tech Level: 100
basic_to_diamond_tier_upgrade - Tech Level: 220
basic_to_gold_tier_upgrade - Tech Level: 180
basic_to_iron_tier_upgrade - Tech Level: 140
basic_to_netherite_tier_upgrade - Tech Level: 260
blasting_upgrade - Tech Level: 140
chest - Tech Level: 100
compacting_upgrade - Tech Level: 140
compression_upgrade - Tech Level: 100
controller - Tech Level: 100
copper_barrel - Tech Level: 100
copper_chest - Tech Level: 100
copper_shulker_box - Tech Level: 100
copper_to_diamond_tier_upgrade - Tech Level: 220
copper_to_gold_tier_upgrade - Tech Level: 180
copper_to_iron_tier_upgrade - Tech Level: 140
copper_to_netherite_tier_upgrade - Tech Level: 260
crafting_upgrade - Tech Level: 140
debug_tool - Tech Level: 100
diamond_barrel - Tech Level: 220
diamond_chest - Tech Level: 220
diamond_shulker_box - Tech Level: 220
diamond_to_netherite_tier_upgrade - Tech Level: 260
feeding_upgrade - Tech Level: 100
filter_upgrade - Tech Level: 100
gold_barrel - Tech Level: 180
gold_chest - Tech Level: 180
gold_shulker_box - Tech Level: 180
gold_to_diamond_tier_upgrade - Tech Level: 220
gold_to_netherite_tier_upgrade - Tech Level: 260
hopper_upgrade - Tech Level: 100
inaccessible_slot - Tech Level: 100
infinity_upgrade - Tech Level: 300
iron_barrel - Tech Level: 140
iron_chest - Tech Level: 140
iron_shulker_box - Tech Level: 140
iron_to_diamond_tier_upgrade - Tech Level: 220
iron_to_gold_tier_upgrade - Tech Level: 180
iron_to_netherite_tier_upgrade - Tech Level: 260
jukebox_upgrade - Tech Level: 100
limited_barrel_1 - Tech Level: 100
limited_barrel_2 - Tech Level: 100
limited_barrel_3 - Tech Level: 100
limited_barrel_4 - Tech Level: 100
limited_copper_barrel_1 - Tech Level: 100
limited_copper_barrel_2 - Tech Level: 100
limited_copper_barrel_3 - Tech Level: 100
limited_copper_barrel_4 - Tech Level: 100
limited_diamond_barrel_1 - Tech Level: 220
limited_diamond_barrel_2 - Tech Level: 220
limited_diamond_barrel_3 - Tech Level: 220
limited_diamond_barrel_4 - Tech Level: 220
limited_gold_barrel_1 - Tech Level: 180
limited_gold_barrel_2 - Tech Level: 180
limited_gold_barrel_3 - Tech Level: 180
limited_gold_barrel_4 - Tech Level: 180
limited_iron_barrel_1 - Tech Level: 140
limited_iron_barrel_2 - Tech Level: 140
limited_iron_barrel_3 - Tech Level: 140
limited_iron_barrel_4 - Tech Level: 140
limited_netherite_barrel_1 - Tech Level: 260
limited_netherite_barrel_2 - Tech Level: 260
limited_netherite_barrel_3 - Tech Level: 260
limited_netherite_barrel_4 - Tech Level: 260
magnet_upgrade - Tech Level: 100
netherite_barrel - Tech Level: 260
netherite_chest - Tech Level: 260
netherite_shulker_box - Tech Level: 260
packing_tape - Tech Level: 100
paintbrush - Tech Level: 100
pickup_upgrade - Tech Level: 100
pump_upgrade - Tech Level: 100
shulker_box - Tech Level: 100
smelting_upgrade - Tech Level: 140
smoking_upgrade - Tech Level: 100
stack_downgrade_tier_1 - Tech Level: 100
stack_downgrade_tier_2 - Tech Level: 100
stack_downgrade_tier_3 - Tech Level: 100
stack_upgrade_omega_tier - Tech Level: 100
stack_upgrade_tier_1_plus - Tech Level: 100
stack_upgrade_tier_1 - Tech Level: 100
stack_upgrade_tier_2 - Tech Level: 100
stack_upgrade_tier_3 - Tech Level: 100
stack_upgrade_tier_4 - Tech Level: 100
stack_upgrade_tier_5 - Tech Level: 100
stonecutter_upgrade - Tech Level: 100
storage_input - Tech Level: 100
storage_io - Tech Level: 100
storage_link - Tech Level: 100
storage_output - Tech Level: 100
storage_tool - Tech Level: 100
survival_infinity_upgrade - Tech Level: 300
upgrade_base - Tech Level: 100
void_upgrade - Tech Level: 100
xp_pump_upgrade - Tech Level: 100
Processing ae2importexportcard (Category: high-tech)
export_card - Tech Level: 200
import_card - Tech Level: 200
Processing sophisticatedstorageinmotion (Category: mid-tech)
storage_boat - Tech Level: 100
storage_minecart - Tech Level: 100
Processing xycraft_world (Category: high-tech)
aluminum_storage - Tech Level: 200
aluminum_tiles_cloud_blue - Tech Level: 200
aluminum_tiles_cloud_dark - Tech Level: 200
aluminum_tiles_cloud_green - Tech Level: 200
aluminum_tiles_cloud_red - Tech Level: 200
aluminum_tiles - Tech Level: 200
aluminum_trim_blue - Tech Level: 200
aluminum_trim_dark - Tech Level: 200
aluminum_trim_green - Tech Level: 200
aluminum_trim_red - Tech Level: 200
aurey_block_fx_black - Tech Level: 260
aurey_block_fx_blue - Tech Level: 260
aurey_block_fx_brown - Tech Level: 260
aurey_block_fx_cyan - Tech Level: 260
aurey_block_fx_glowing_black - Tech Level: 260
aurey_block_fx_glowing_blue - Tech Level: 260
aurey_block_fx_glowing_brown - Tech Level: 260
aurey_block_fx_glowing_cyan - Tech Level: 260
aurey_block_fx_glowing_gray - Tech Level: 260
aurey_block_fx_glowing_green - Tech Level: 260
aurey_block_fx_glowing_lime - Tech Level: 260
aurey_block_fx_glowing_magenta - Tech Level: 260
aurey_block_fx_glowing_orange - Tech Level: 260
aurey_block_fx_glowing_pink - Tech Level: 260
aurey_block_fx_glowing_purple - Tech Level: 260
aurey_block_fx_glowing_red - Tech Level: 260
aurey_block_fx_glowing_white - Tech Level: 260
aurey_block_fx_glowing_yellow - Tech Level: 260
aurey_block_fx_gray - Tech Level: 260
aurey_block_fx_green - Tech Level: 260
aurey_block_fx_lime - Tech Level: 260
aurey_block_fx_magenta - Tech Level: 260
aurey_block_fx_orange - Tech Level: 260
aurey_block_fx_pink - Tech Level: 260
aurey_block_fx_purple - Tech Level: 260
aurey_block_fx_red - Tech Level: 260
aurey_block_fx_white - Tech Level: 260
aurey_block_fx_yellow - Tech Level: 260
aurey_block_matte_black - Tech Level: 260
aurey_block_matte_blue - Tech Level: 260
aurey_block_matte_brown - Tech Level: 260
aurey_block_matte_cyan - Tech Level: 260
aurey_block_matte_glowing_black - Tech Level: 260
aurey_block_matte_glowing_blue - Tech Level: 260
aurey_block_matte_glowing_brown - Tech Level: 260
aurey_block_matte_glowing_cyan - Tech Level: 260
aurey_block_matte_glowing_gray - Tech Level: 260
aurey_block_matte_glowing_green - Tech Level: 260
aurey_block_matte_glowing_lime - Tech Level: 260
aurey_block_matte_glowing_magenta - Tech Level: 260
aurey_block_matte_glowing_orange - Tech Level: 260
aurey_block_matte_glowing_pink - Tech Level: 260
aurey_block_matte_glowing_purple - Tech Level: 260
aurey_block_matte_glowing_red - Tech Level: 260
aurey_block_matte_glowing_white - Tech Level: 260
aurey_block_matte_glowing_yellow - Tech Level: 260
aurey_block_matte_gray - Tech Level: 260
aurey_block_matte_green - Tech Level: 260
aurey_block_matte_lime - Tech Level: 260
aurey_block_matte_magenta - Tech Level: 260
aurey_block_matte_orange - Tech Level: 260
aurey_block_matte_pink - Tech Level: 260
aurey_block_matte_purple - Tech Level: 260
aurey_block_matte_red - Tech Level: 260
aurey_block_matte_white - Tech Level: 260
aurey_block_matte_yellow - Tech Level: 260
geyser - Tech Level: 200
immortal_aluminum_blue - Tech Level: 200
immortal_aluminum_dark - Tech Level: 200
immortal_aluminum_green - Tech Level: 200
immortal_aluminum_red - Tech Level: 200
inverted_tiles_cloud_blue - Tech Level: 200
inverted_tiles_cloud_dark - Tech Level: 200
inverted_tiles_cloud_green - Tech Level: 200
inverted_tiles_cloud_red - Tech Level: 200
kivi_rajan - Tech Level: 200
kivi_tiles_cloud_blue - Tech Level: 200
kivi_tiles_cloud_dark - Tech Level: 200
kivi_tiles_cloud_green - Tech Level: 200
kivi_tiles_cloud_red - Tech Level: 200
kivi_tiles - Tech Level: 200
kivi_trim_blue - Tech Level: 200
kivi_trim_dark - Tech Level: 200
kivi_trim_green - Tech Level: 200
kivi_trim_red - Tech Level: 200
kivi - Tech Level: 200
matte_xychorium_layers_shiny_blue - Tech Level: 200
matte_xychorium_layers_shiny_dark - Tech Level: 200
matte_xychorium_layers_shiny_green - Tech Level: 200
matte_xychorium_layers_shiny_red - Tech Level: 200
smooth_kivi - Tech Level: 200
xychorium_storage_blue - Tech Level: 200
xychorium_storage_dark - Tech Level: 200
xychorium_storage_green - Tech Level: 200
xychorium_storage_light - Tech Level: 200
xychorium_storage_red - Tech Level: 200
aluminum_storage - Tech Level: 200
aluminum_tiles_cloud_blue - Tech Level: 200
aluminum_tiles_cloud_dark - Tech Level: 200
aluminum_tiles_cloud_green - Tech Level: 200
aluminum_tiles_cloud_red - Tech Level: 200
aluminum_tiles - Tech Level: 200
aluminum_trim_blue - Tech Level: 200
aluminum_trim_dark - Tech Level: 200
aluminum_trim_green - Tech Level: 200
aluminum_trim_red - Tech Level: 200
aurey_block_fx_black - Tech Level: 260
aurey_block_fx_blue - Tech Level: 260
aurey_block_fx_brown - Tech Level: 260
aurey_block_fx_cyan - Tech Level: 260
aurey_block_fx_glowing_black - Tech Level: 260
aurey_block_fx_glowing_blue - Tech Level: 260
aurey_block_fx_glowing_brown - Tech Level: 260
aurey_block_fx_glowing_cyan - Tech Level: 260
aurey_block_fx_glowing_gray - Tech Level: 260
aurey_block_fx_glowing_green - Tech Level: 260
aurey_block_fx_glowing_lime - Tech Level: 260
aurey_block_fx_glowing_magenta - Tech Level: 260
aurey_block_fx_glowing_orange - Tech Level: 260
aurey_block_fx_glowing_pink - Tech Level: 260
aurey_block_fx_glowing_purple - Tech Level: 260
aurey_block_fx_glowing_red - Tech Level: 260
aurey_block_fx_glowing_white - Tech Level: 260
aurey_block_fx_glowing_yellow - Tech Level: 260
aurey_block_fx_gray - Tech Level: 260
aurey_block_fx_green - Tech Level: 260
aurey_block_fx_lime - Tech Level: 260
aurey_block_fx_magenta - Tech Level: 260
aurey_block_fx_orange - Tech Level: 260
aurey_block_fx_pink - Tech Level: 260
aurey_block_fx_purple - Tech Level: 260
aurey_block_fx_red - Tech Level: 260
aurey_block_fx_white - Tech Level: 260
aurey_block_fx_yellow - Tech Level: 260
aurey_block_matte_black - Tech Level: 260
aurey_block_matte_blue - Tech Level: 260
aurey_block_matte_brown - Tech Level: 260
aurey_block_matte_cyan - Tech Level: 260
aurey_block_matte_glowing_black - Tech Level: 260
aurey_block_matte_glowing_blue - Tech Level: 260
aurey_block_matte_glowing_brown - Tech Level: 260
aurey_block_matte_glowing_cyan - Tech Level: 260
aurey_block_matte_glowing_gray - Tech Level: 260
aurey_block_matte_glowing_green - Tech Level: 260
aurey_block_matte_glowing_lime - Tech Level: 260
aurey_block_matte_glowing_magenta - Tech Level: 260
aurey_block_matte_glowing_orange - Tech Level: 260
aurey_block_matte_glowing_pink - Tech Level: 260
aurey_block_matte_glowing_purple - Tech Level: 260
aurey_block_matte_glowing_red - Tech Level: 260
aurey_block_matte_glowing_white - Tech Level: 260
aurey_block_matte_glowing_yellow - Tech Level: 260
aurey_block_matte_gray - Tech Level: 260
aurey_block_matte_green - Tech Level: 260
aurey_block_matte_lime - Tech Level: 260
aurey_block_matte_magenta - Tech Level: 260
aurey_block_matte_orange - Tech Level: 260
aurey_block_matte_pink - Tech Level: 260
aurey_block_matte_purple - Tech Level: 260
aurey_block_matte_red - Tech Level: 260
aurey_block_matte_white - Tech Level: 260
aurey_block_matte_yellow - Tech Level: 260
geyser - Tech Level: 200
immortal_aluminum_blue - Tech Level: 200
immortal_aluminum_dark - Tech Level: 200
immortal_aluminum_green - Tech Level: 200
immortal_aluminum_red - Tech Level: 200
inverted_tiles_cloud_blue - Tech Level: 200
inverted_tiles_cloud_dark - Tech Level: 200
inverted_tiles_cloud_green - Tech Level: 200
inverted_tiles_cloud_red - Tech Level: 200
kivi_rajan - Tech Level: 200
kivi_tiles_cloud_blue - Tech Level: 200
kivi_tiles_cloud_dark - Tech Level: 200
kivi_tiles_cloud_green - Tech Level: 200
kivi_tiles_cloud_red - Tech Level: 200
kivi_tiles - Tech Level: 200
kivi_trim_blue - Tech Level: 200
kivi_trim_dark - Tech Level: 200
kivi_trim_green - Tech Level: 200
kivi_trim_red - Tech Level: 200
kivi - Tech Level: 200
matte_xychorium_layers_shiny_blue - Tech Level: 200
